SourceFile,SourceFolder,SourceSubFolder,Station,Ship,Cruise,Depth,Latitude(decimal),Longitude(decimal),Datetime,Data_File,FileName,Temperature_SN,Conductivity_SN,No. of Parameters,No. of Records
sac7pp.dat,CMLRE_CTD,cr222,sac7pp,FORV SAGAR SAMPADA,222,,16.966667,70.05,28-02-2004 06:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac7pp.dat,2881.0,2504.0,,
sac8.dat,CMLRE_CTD,cr222,sac8,FORV SAGAR SAMPADA,222,,19.766944,68.698611,29-02-2004 11:24,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac8.dat,2881.0,2504.0,,
sac9.dat,CMLRE_CTD,cr222,9,FORV SAGAR SAMPADA,222,,20.905278,67.0925,01-03-2004 11:21,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac9.dat,2881.0,2504.0,,
1476.HDR,CMLRE_CTD,cr223,1055,FORV SAGAR SAMPADA,223,,7.999167,76.4995,19-03-2004 08:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1476.HDR,2881.0,2504.0,,
1476A.HDR,CMLRE_CTD,cr223,1055,FORV SAGAR SAMPADA,223,,7.999167,76.4995,19-03-2004 08:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1476.dat,2881.0,2504.0,10.0,750.0
1476b.HDR,CMLRE_CTD,cr223,1055,FORV SAGAR SAMPADA,223,,7.999167,76.4995,19-03-2004 11:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1476b.dat,2881.0,2504.0,10.0,852.0
1476c.HDR,CMLRE_CTD,cr223,,FORV SAGAR SAMPADA,CR199 223,,,,19-03-2004 20:14,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\TEST2.DAT,2881.0,2504.0,10.0,751.0
1476MI.HDR,CMLRE_CTD,cr223,1055,FORV SAGAR SAMPADA,223,,7.999167,76.4995,19-03-2004 06:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\cr223\1476mi.dat,2881.0,2504.0,10.0,200.0
1477.HDR,CMLRE_CTD,cr223,1477,FORV SAGAR SAMPADA,CR199 223,,8.0,75.9995,20-03-2004 03:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1477.DAT,2881.0,2504.0,10.0,1002.0
1477A.HDR,CMLRE_CTD,cr223,1477,FORV SAGAR SAMPADA,CR223 223,,8.0,75.9995,20-03-2004 05:01,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1477A.DAT,2881.0,2504.0,10.0,190.0
1478.HDR,CMLRE_CTD,cr223,1478,FORV SAGAR SAMPADA,CR223 223,2873,8.0,75.9995,20-03-2004 14:21,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1478.DAT,2881.0,2504.0,10.0,1002.0
1478A.HDR,CMLRE_CTD,cr223,1478A,FORV SAGAR SAMPADA,CR223 223,2873,8.0,75.9995,20-03-2004 16:01,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1478A.DAT,2881.0,2504.0,10.0,200.0
1479.HDR,CMLRE_CTD,cr223,1479,FORV SAGAR SAMPADA,CR223 223,2182 M,7.983333,74.001667,21-03-2004 01:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1479.DAT,2881.0,2504.0,10.0,1004.0
1479A.HDR,CMLRE_CTD,cr223,1479a,FORV SAGAR SAMPADA,CR223 223,2182 M,7.983333,74.001667,21-03-2004 03:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1479A.DAT,2881.0,2504.0,10.0,200.0
1480.HDR,CMLRE_CTD,cr223,1480,FORV SAGAR SAMPADA,CR223 223,1800 M,7.983333,73.001667,21-03-2004 14:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1480.DAT,2881.0,2504.0,10.0,999.0
1480S.HDR,CMLRE_CTD,cr223,1480s,FORV SAGAR SAMPADA,CR223 223,1800 M,7.983333,73.001667,21-03-2004 15:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1480S.DAT,2881.0,2504.0,10.0,202.0
1481.HDR,CMLRE_CTD,cr223,1481,FORV SAGAR SAMPADA,CR223,2900 M,8.097333,71.848833,22-03-2004 05:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1481.DAT,2881.0,2504.0,10.0,1004.0
1481B.HDR,CMLRE_CTD,cr223,1481b,FORV SAGAR SAMPADA,CR223,2900 M,8.097333,71.848833,22-03-2004 11:31,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1481B.DAT,2881.0,2504.0,10.0,1002.0
1481C.HDR,CMLRE_CTD,cr223,1481c,FORV SAGAR SAMPADA,CR223,2900 M,8.097333,71.848833,22-03-2004 16:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1481C.DAT,2881.0,2504.0,10.0,1001.0
1481M1.HDR,CMLRE_CTD,cr223,1481M1,FORV SAGAR SAMPADA,CR223,2900 M,8.097333,71.848833,22-03-2004 06:40,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1481M1.DAT,2881.0,2504.0,10.0,201.0
1481PP.HDR,CMLRE_CTD,cr223,1481,FORV SAGAR SAMPADA,CR223,2900 M,8.097333,71.848833,22-03-2004 05:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1481PP.HDR,2881.0,2504.0,,
1481S.HDR,CMLRE_CTD,cr223,1481b,FORV SAGAR SAMPADA,CR223,2900 M,8.097333,71.848833,22-03-2004 13:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1481S.DAT,2881.0,2504.0,9.0,1.0
1482A.HDR,CMLRE_CTD,cr223,1482pp,FORV SAGAR SAMPADA,CR223,4521,9.833333,69.243333,24-03-2004 05:38,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1482A.DAT,2881.0,2504.0,10.0,1003.0
1482B-UP.HDR,CMLRE_CTD,cr223,1482up,FORV SAGAR SAMPADA,CR223,4521,9.833333,69.243333,24-03-2004 14:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1482B-UP.HDR,2881.0,2504.0,,
1482B.HDR,CMLRE_CTD,cr223,1482b,FORV SAGAR SAMPADA,CR223,4521,9.833333,69.243333,24-03-2004 11:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1482B.DAT,2881.0,2504.0,10.0,2983.0
1482C.HDR,CMLRE_CTD,cr223,1482C,FORV SAGAR SAMPADA,CR223,4521,9.833333,69.243333,24-03-2004 17:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1482C.DAT,2881.0,2504.0,10.0,1018.0
1482MI.HDR,CMLRE_CTD,cr223,1482pp,FORV SAGAR SAMPADA,CR223,4521,9.833333,69.243333,24-03-2004 06:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1482MI.DAT,2881.0,2504.0,10.0,200.0
1482PP.HDR,CMLRE_CTD,cr223,1482pp,FORV SAGAR SAMPADA,CR223,,9.833333,69.243333,24-03-2004 04:58,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1482PP.HDR,2881.0,2504.0,,
1483.HDR,CMLRE_CTD,cr223,1483,FORV SAGAR SAMPADA,CR223,4526,10.001944,70.000833,25-03-2004 02:41,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1483.DAT,2881.0,2504.0,10.0,997.0
1483S.HDR,CMLRE_CTD,cr223,1483S,FORV SAGAR SAMPADA,CR223,4526,10.001944,70.000833,25-03-2004 04:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1483S.DAT,2881.0,2504.0,10.0,199.0
1484.HDR,CMLRE_CTD,cr223,1484,FORV SAGAR SAMPADA,CR223,3400,10.001944,71.004167,25-03-2004 13:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1484.DAT,2881.0,2504.0,10.0,999.0
1484S.HDR,CMLRE_CTD,cr223,1484S,FORV SAGAR SAMPADA,CR223,3400,10.001944,71.004167,25-03-2004 15:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1484S.DAT,2881.0,2504.0,10.0,198.0
1485.HDR,CMLRE_CTD,cr223,1485,FORV SAGAR SAMPADA,CR223,1965,9.846833,71.999833,26-03-2004 00:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1485.DAT,2881.0,2504.0,10.0,1002.0
1485S.HDR,CMLRE_CTD,cr223,1485S,FORV SAGAR SAMPADA,CR223,3400,9.846833,71.999833,26-03-2004 00:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1485S.HDR,2881.0,2504.0,,
1486.HDR,CMLRE_CTD,cr223,1486,FORV SAGAR SAMPADA,CR223,1965,9.846833,72.999833,26-03-2004 10:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1486.DAT,2881.0,2504.0,10.0,1001.0
1486S.HDR,CMLRE_CTD,cr223,1486S,FORV SAGAR SAMPADA,CR223,1965,9.846833,72.999833,26-03-2004 11:55,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1486S.HDR,2881.0,2504.0,,
1487.HDR,CMLRE_CTD,cr223,1487,FORV SAGAR SAMPADA,CR223,1965,9.872333,73.922667,26-03-2004 20:09,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1487.DAT,2881.0,2504.0,10.0,1001.0
1487S.HDR,CMLRE_CTD,cr223,1487S,FORV SAGAR SAMPADA,CR223,1965,9.872333,73.922667,26-03-2004 21:45,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1487S.DAT,2881.0,2504.0,10.0,200.0
1488.HDR,CMLRE_CTD,cr223,1488,FORV SAGAR SAMPADA,CR223,922,9.981,74.856667,27-03-2004 07:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488.HDR,2881.0,2504.0,,
1488AUP.HDR,CMLRE_CTD,cr223,1488,FORV SAGAR SAMPADA,CR223,922,9.981,74.856667,27-03-2004 08:01,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488AUP.DAT,2881.0,2504.0,10.0,432.0
1488B.HDR,CMLRE_CTD,cr223,1488B,FORV SAGAR SAMPADA,CR223,2300,9.981,74.856667,27-03-2004 11:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488B.DAT,2881.0,2504.0,10.0,997.0
1488BUP.HDR,CMLRE_CTD,cr223,1488B,FORV SAGAR SAMPADA,CR223,2300,9.981,74.856667,27-03-2004 11:51,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488BUP.HDR,2881.0,2504.0,,
1488D.HDR,CMLRE_CTD,cr223,1488C,FORV SAGAR SAMPADA,CR223,2300,9.981,74.856667,27-03-2004 16:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488D.DAT,2881.0,2504.0,10.0,996.0
1488M.HDR,CMLRE_CTD,cr223,1488M,FORV SAGAR SAMPADA,CR223,922,9.981,74.856667,27-03-2004 08:34,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488M.DAT,2881.0,2504.0,10.0,383.0
1488PP.HDR,CMLRE_CTD,cr223,1488pp,FORV SAGAR SAMPADA,CR223,922,9.981,74.856667,27-03-2004 05:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488PP.DAT,2881.0,2504.0,9.0,121.0
1488S.HDR,CMLRE_CTD,cr223,1488B,FORV SAGAR SAMPADA,CR223,2300,9.981,74.856667,27-03-2004 13:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1488S.DAT,2881.0,2504.0,10.0,400.0
1489.HDR,CMLRE_CTD,cr223,1489,FORV SAGAR SAMPADA,CR223,1700,10.014667,75.24,27-03-2004 21:46,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1489.DAT,2881.0,2504.0,10.0,1001.0
1489M.HDR,CMLRE_CTD,cr223,1489,FORV SAGAR SAMPADA,CR223,1400,10.764667,75.078333,28-03-2004 07:41,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1489M.HDR,2881.0,2504.0,,
1490A.HDR,CMLRE_CTD,cr223,1490A,FORV SAGAR SAMPADA,CR223,1300M,10.791111,75.077,28-03-2004 08:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1490A.DAT,2881.0,2504.0,10.0,1005.0
1490B.HDR,CMLRE_CTD,cr223,1490B,FORV SAGAR SAMPADA,CR223,1300M,10.791111,75.077,28-03-2004 11:37,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1490B.DAT,2881.0,2504.0,10.0,1000.0
1490C.HDR,CMLRE_CTD,cr223,1490c,FORV SAGAR SAMPADA,CR223,1300M,10.791111,75.077,28-03-2004 16:33,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1490C.DAT,2881.0,2504.0,10.0,999.0
1490PP.HDR,CMLRE_CTD,cr223,1489,FORV SAGAR SAMPADA,CR223,1400,10.764667,75.078333,28-03-2004 06:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1490PP.HDR,2881.0,2504.0,,
1490S.HDR,CMLRE_CTD,cr223,1490s,FORV SAGAR SAMPADA,CR223,1300M,10.791111,75.077,28-03-2004 13:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1490S.DAT,2881.0,2504.0,10.0,203.0
1491.HDR,CMLRE_CTD,cr223,1491,FORV SAGAR SAMPADA,CR223,1365 m,11.179444,73.9985,29-03-2004 05:24,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1491.DAT,2881.0,2504.0,10.0,1000.0
1491S.HDR,CMLRE_CTD,cr223,1491S,FORV SAGAR SAMPADA,CR223,1365 m,11.179444,73.9985,29-03-2004 06:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1491S.DAT,2881.0,2504.0,10.0,199.0
1492.HDR,CMLRE_CTD,cr223,1492,FORV SAGAR SAMPADA,CR223,1700,11.249667,72.992833,29-03-2004 15:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1492.DAT,2881.0,2504.0,10.0,1005.0
1492S.HDR,CMLRE_CTD,cr223,1492S,FORV SAGAR SAMPADA,CR223,1700,11.249667,72.992833,29-03-2004 17:21,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1492S.HDR,2881.0,2504.0,,
1493A.HDR,CMLRE_CTD,cr223,1493M,FORV SAGAR SAMPADA,CR223,1700,11.226,71.293,30-03-2004 08:51,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1493A.DAT,2881.0,2504.0,12.0,1003.0
1493B.HDR,CMLRE_CTD,cr223,1493b,FORV SAGAR SAMPADA,CR223,1300 M,11.226,71.293,30-03-2004 11:33,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1493B.DAT,2881.0,2504.0,12.0,1000.0
1493C.HDR,CMLRE_CTD,cr223,1493c,FORV SAGAR SAMPADA,CR223,1300 M,11.226,71.293,30-03-2004 16:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1493C.DAT,2881.0,2504.0,12.0,1000.0
1493MI.HDR,CMLRE_CTD,cr223,1493mi,FORV SAGAR SAMPADA,CR223,1700,11.226,71.355333,30-03-2004 07:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1493MI.DAT,2881.0,2504.0,12.0,201.0
1493PP.HDR,CMLRE_CTD,cr223,1493pp,FORV SAGAR SAMPADA,CR223,1700,11.226,71.355333,30-03-2004 06:28,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1493PP.DAT,2881.0,2504.0,12.0,120.0
1493S.HDR,CMLRE_CTD,cr223,1493SONY,FORV SAGAR SAMPADA,CR223,1300 M,11.226,71.293,30-03-2004 13:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1493S.DAT,2881.0,2504.0,12.0,200.0
1494.HDR,CMLRE_CTD,cr223,1494,FORV SAGAR SAMPADA,CR223,1500 M,11.316667,71.998333,31-03-2004 00:36,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1494.DAT,2881.0,2504.0,12.0,999.0
1494S.HDR,CMLRE_CTD,cr223,1494S,FORV SAGAR SAMPADA,CR223,1500 M,11.316667,71.998333,31-03-2004 02:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1494S.DAT,2881.0,2504.0,12.0,200.0
1495A.HDR,CMLRE_CTD,cr223,1495A,FORV SAGAR SAMPADA,CR223,216,13.0,74.0,01-04-2004 07:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1495A.DAT,2881.0,2504.0,12.0,199.0
1495B.HDR,CMLRE_CTD,cr223,1495B,FORV SAGAR SAMPADA,CR223,216,13.0,74.0,01-04-2004 11:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1495B.DAT,2881.0,2504.0,12.0,602.0
1495C.HDR,CMLRE_CTD,cr223,1495c,FORV SAGAR SAMPADA,CR223,650M,13.0,73.788833,01-04-2004 16:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1495C.DAT,2881.0,2504.0,12.0,648.0
1495MI.HDR,CMLRE_CTD,cr223,1495mi,FORV SAGAR SAMPADA,CR223,216,13.0,74.0,01-04-2004 07:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1495MI.DAT,2881.0,2504.0,12.0,201.0
1495PP.HDR,CMLRE_CTD,cr223,1495pp,FORV SAGAR SAMPADA,CR223,1500 M,13.0,74.0,01-04-2004 05:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1495PP.HDR,2881.0,2504.0,,
1495S.HDR,CMLRE_CTD,cr223,1495S,FORV SAGAR SAMPADA,CR223,650M,13.0,74.0,01-04-2004 12:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1495S.DAT,2881.0,2504.0,12.0,200.0
1496.HDR,CMLRE_CTD,cr223,1496,FORV SAGAR SAMPADA,CR223,1950M,13.0,72.998167,02-04-2004 00:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1496.DAT,2881.0,2504.0,12.0,1002.0
1496S.HDR,CMLRE_CTD,cr223,1496,FORV SAGAR SAMPADA,CR223,1950M,13.0,72.998167,02-04-2004 02:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1496S.DAT,2881.0,2504.0,12.0,199.0
1497.HDR,CMLRE_CTD,cr223,1497,FORV SAGAR SAMPADA,CR223,1000M,13.0,72.0175,02-04-2004 10:37,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1497.DAT,2881.0,2504.0,12.0,802.0
1497S.HDR,CMLRE_CTD,cr223,1497s,FORV SAGAR SAMPADA,CR223,1000M,13.0,72.0175,02-04-2004 11:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1497S.DAT,2881.0,2504.0,12.0,199.0
1498.HDR,CMLRE_CTD,cr223,1498,FORV SAGAR SAMPADA,CR223,1000M,13.0,71.0,02-04-2004 19:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1498.DAT,2881.0,2504.0,12.0,1000.0
1499A.HDR,CMLRE_CTD,cr223,1499a,FORV SAGAR SAMPADA,CR223,4234,13.0,70.015,03-04-2004 07:28,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1499A.DAT,2881.0,2504.0,22.0,1009.0
1499B.HDR,CMLRE_CTD,cr223,1499B,FORV SAGAR SAMPADA,CR223,4234,13.0,70.015,03-04-2004 11:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1499B.DAT,2881.0,2504.0,19.0,2407.0
1499C.HDR,CMLRE_CTD,cr223,1499c,FORV SAGAR SAMPADA,CR223,4234,12.733333,77.983333,03-04-2004 16:40,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1499C.DAT,2881.0,2504.0,19.0,1006.0
1499S.HDR,CMLRE_CTD,cr223,1499s,FORV SAGAR SAMPADA,CR223,4234,13.0,70.015,03-04-2004 14:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1499S.DAT,2881.0,2504.0,19.0,202.0
1500A.HDR,CMLRE_CTD,cr223,1500,FORV SAGAR SAMPADA,CR223,3440M,15.002,69.998833,05-04-2004 07:01,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1500.DAT,2881.0,2504.0,19.0,1010.0
1500B.HDR,CMLRE_CTD,cr223,1500B,FORV SAGAR SAMPADA,CR223,3440M,15.002,69.998833,05-04-2004 11:58,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1500B.DAT,2881.0,2504.0,19.0,1009.0
1500M.HDR,CMLRE_CTD,cr223,1500pp,FORV SAGAR SAMPADA,CR223,3440M,15.002,69.998833,05-04-2004 05:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1500M.DAT,2881.0,2504.0,19.0,200.0
1500PP.HDR,CMLRE_CTD,cr223,1500pp,FORV SAGAR SAMPADA,CR223,3440M,15.002,69.998833,05-04-2004 05:25,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1500PP.DAT,2881.0,2504.0,19.0,119.0
1500s.HDR,CMLRE_CTD,cr223,1055,FORV SAGAR SAMPADA,223,,7.999167,76.4995,05-04-2004 12:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1500s.HDR,2881.0,2504.0,,
1501.HDR,CMLRE_CTD,cr223,1501,FORV SAGAR SAMPADA,223,,14.983333,70.983333,06-04-2004 03:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1501.dat,2881.0,2504.0,19.0,1000.0
1501s.HDR,CMLRE_CTD,cr223,1501s,FORV SAGAR SAMPADA,223,,14.999833,71.003167,06-04-2004 04:32,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1501s.dat,2881.0,2504.0,19.0,200.0
1502.HDR,CMLRE_CTD,cr223,1502,FORV SAGAR SAMPADA,223,,15.0,72.0,06-04-2004 12:44,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1502.dat,2881.0,2504.0,22.0,1010.0
1503A.HDR,CMLRE_CTD,cr223,1503m,FORV SAGAR SAMPADA,223,,15.0,72.964667,07-04-2004 05:49,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1503m.dat,2881.0,2504.0,22.0,199.0
1503B.HDR,CMLRE_CTD,cr223,1503B,FORV SAGAR SAMPADA,223,,15.0,73.0,07-04-2004 11:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1503B.dat,2881.0,2504.0,19.0,7.0
1503S.HDR,CMLRE_CTD,cr223,1503B,FORV SAGAR SAMPADA,223,,15.0,73.0,07-04-2004 11:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1503 A.dat,2881.0,2504.0,19.0,148.0
1504.HDR,CMLRE_CTD,cr223,1504,FORV SAGAR SAMPADA,CR223,150m,14.983333,73.083333,07-04-2004 22:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1504.DAT,2881.0,2504.0,19.0,47.0
TEST.HDR,CMLRE_CTD,cr223,1062b,FORV SAGAR SAMPADA,CR199,1835,10.004444,95.002778,19-03-2004 19:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\TEST.HDR,2881.0,2504.0,,
test1.HDR,CMLRE_CTD,cr223,1055,FORV SAGAR SAMPADA,223,,7.999167,76.4995,19-03-2004 21:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\test1.HDR,2881.0,2504.0,,
TEST2.HDR,CMLRE_CTD,cr223,,FORV SAGAR SAMPADA,CR199 223,,,,19-03-2004 20:14,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\TEST2.HDR,2881.0,2504.0,,
1505.HDR,CMLRE_CTD,cr224,1505,FORV SAGAR SAMPADA,223,,16.983333,69.033333,13-04-2004 11:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1505.dat,2881.0,2504.0,20.0,1996.0
1506a.HDR,CMLRE_CTD,cr224,1506a,FORV SAGAR SAMPADA,223,,17.0,69.985167,13-04-2004 22:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1506a.dat,2881.0,2504.0,20.0,2000.0
1506B.HDR,CMLRE_CTD,cr224,1506b,FORV SAGAR SAMPADA,CR224,3540,17.0,70.0,14-04-2004 07:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1506B.DAT,2881.0,2504.0,20.0,1001.0
1506D.HDR,CMLRE_CTD,cr224,1506cup,FORV SAGAR SAMPADA,CR224,3540,16.866667,70.054333,14-04-2004 16:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1506D.DAT,2881.0,2504.0,20.0,1006.0
1507.HDR,CMLRE_CTD,cr224,1507,FORV SAGAR SAMPADA,CR224,2432,17.0,71.0,15-04-2004 03:55,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1507.DAT,2881.0,2504.0,20.0,999.0
1511.HDR,CMLRE_CTD,cr224,1511,FORV SAGAR SAMPADA,CR224,78,19.0,71.0,17-04-2004 17:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1511.DAT,2881.0,2504.0,20.0,70.0
1512T.HDR,CMLRE_CTD,cr224,1512b,FORV SAGAR SAMPADA,CR224,200,19.0,70.013583,20-04-2004 11:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1512T.DAT,2881.0,2504.0,20.0,399.0
1441.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,>1000,13.181167,80.76,21-05-2004 07:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB59.DAT,2881.0,2504.0,,
1442.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,485m,13.138167,80.702167,21-05-2004 13:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB58.DAT,2881.0,2504.0,,
1443.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,190m,13.143167,80.587,21-05-2004 20:21,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB57.DAT,2881.0,2504.0,,
1444.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,246m,14.200333,80.412,22-05-2004 08:21,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB60.DAT,2881.0,2504.0,,
1445.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,710m,14.204833,80.452333,22-05-2004 11:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB61.DAT,2881.0,2504.0,,
1523.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,8.967222,75.436167,12-05-2004 12:09,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB8.DAT,2881.0,2504.0,,
1524.dat,CMLRE_CTD,cr225,grab7,FORV SAGAR SAMPADA,223,,8.940833,75.416667,12-05-2004 17:49,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\grab7.dat,2881.0,2504.0,,
1525.dat,CMLRE_CTD,cr225,grab6,FORV SAGAR SAMPADA,223,,8.998333,75.925556,12-05-2004 23:52,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\grab6.dat,2881.0,2504.0,,
1526.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,13-05-2004 14:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB5.DAT,2881.0,2504.0,,
1527.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,13-05-2004 20:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB4.DAT,2881.0,2504.0,,
1528.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,13-05-2004 23:41,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB3.DAT,2881.0,2504.0,,
1529.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,14-05-2004 10:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB2.DAT,2881.0,2504.0,,
